name,source,gender,wikidata,type
"Rue des Reinettes",,,,relation
"Rue des Remorqueurs",,,,relation
"Rue des Renardières",,,,relation
"Rue des Richolets",,,,relation
"Rue des Roches",,,,relation
"Rue des Roches Grises",,,,relation
"Rue des Rochettes",,,,relation
"Rue des Roquios",,,,relation
"Rue des Roses",,,,relation
"Rue des Rosiers",,,,relation
"Rue des Salles de l'Éraudière",,,,relation
"Rue des Sarcelles",,,,relation
"Rue des Sassafras",,,,relation
"Rue des Saumonières",,,,relation
"Rue des Seringats",,,,relation
"Rue des Silènes",,,,relation
"Rue des Six Aqueducs",,,,relation
"Rue des Soupirs",,,,relation
"Rue des Steamers de Loire",,,,relation
"Rue des Stocks",,,,relation
"Rue des Tamaris",,,,relation
"Rue des Trois Croissants",,,,relation
"Rue des Trois Ormeaux",,,,relation+way
"Rue des Trois Rois",,,,relation
"Rue des Tropiques",,,,relation
"Rue des Usines",,,,relation
"Rue des Vesprées",,,,relation
"Rue des Vieilles Douves",,,,relation
"Rue des Vignes",,,,relation
"Rue des Voiliers",,,,way
"Rue des Voituriers d'Eau",,,,relation
"Rue du Ballet",,,,relation
"Rue du Bas Landreau",,,,relation
"Rue du Bêle",,,,relation
"Rue du Blé en Herbe",,,,relation
"Rue du Bois",,,,relation
"Rue du Bois Briand",,,,relation+way
"Rue du Bois Fleuri",,,,relation
"Rue du Bois Haligan",,,,relation
"Rue du Bois Hardy",,,,relation+way
"Rue du Bois Hercé",,,,relation
"Rue du Bois Hue",,,,relation
"Rue du Bois Joli",,,,relation
"Rue du Bois Praud",,,,relation
"Rue du Bois Robillard",,,,relation
"Rue du Bois Tortu",,,,relation
"Rue du Bois de Barre",,,,relation
"Rue du Bois de la Musse",,,,relation
"Rue du Bois-Fougeray",,,,way
"Rue du Bouffay",,,,relation
"Rue du Bouillon",,,,relation
"Rue du Bourgneuf",,,,relation
"Rue du Brûlis",,,,relation
"Rue du Calvaire",,,,relation
"Rue du Calvaire de Grillaud",,,,relation
"Rue du Casterneau",,,,relation
"Rue du Chapeau Rouge",,,,relation
"Rue du Château",,,,relation
"Rue du Château de la Musse",,,,relation
"Rue du Chemin Rouge",,,,relation
"Rue du Chêne Cartier",,,,relation
"Rue du Chêne Jaunais",,,,way
"Rue du Cher",,,,relation
"Rue du Cherche-Midi",,,,relation
"Rue du Cheval Blanc",,,,relation
"Rue du Clos Toreau",,,,relation
"Rue du Cormier",,,,relation
"Rue du Corps de Garde",,,,relation
"Rue du Coteau",,,,relation
"Rue du Coudray",,,,relation+way
"Rue du Croissant",,,,relation+way
"Rue du Diapason",,,,relation
"Rue du Docteur Chenantais",,,,relation
"Rue du Docteur Van Der Stappen",,,,relation
"Rue du Douet Garnier",,,,relation
"Rue du Fezzan",,,,relation
"Rue du Foehn",,,,relation
"Rue du Fonteny",,,,relation
"Rue du Fort",,,,relation
"Rue du Frère Alexandre Lemesle",,,,relation
"Rue du Fresche Blanc",,,,relation+way
"Rue du Général Laperrine",,,,relation
"Rue du Général Marchand",,,,relation
"Rue du Général de Bollardière",,,,relation
"Rue du Gois",,,,relation
"Rue du Grand Clos",,,,relation
"Rue du Grand Verger",,,,relation
"Rue du Gros Chêne",,,,relation
"Rue du Gué Robert",,,,relation
"Rue du Haut Launay",,,,relation
"Rue du Haut Moreau",,,,relation
"Rue du Jamet",,,,relation+way
"Rue du Kiriol",,,,relation
"Rue du Landreau",,,,relation
"Rue du Loquidy",,,,relation
"Rue du Lot",,,,relation+way
"Rue du Marais",,,,relation
"Rue du Marché Commun",,,,relation
"Rue du Marchix",,,,relation
"Rue du Millau",,,,relation
"Rue du Mont Goguet",,,,relation
"Rue du Moulin",,,,relation
"Rue du Moulin Neuf",,,,relation
"Rue du Moulin de l'Abbaye",,,,relation
"Rue du Moulin de la Garde",,,,relation
"Rue du Moulin de la Halvêque",,,,relation
"Rue du Moulin des Carmes",,,,relation
"Rue du Moulin des Grolles",,,,relation
"Rue du Moulin des Rochettes",,,,relation
"Rue du Paradisier",,,,relation
"Rue du Parc Menier",,,,relation
"Rue du Patis Rondin",,,,relation
"Rue du Perray",,,,relation
"Rue du Petit Bacchus",,,,relation
"Rue du Petit Bel-Air",,,,relation
"Rue du Petit Blottereau",,,,relation
"Rue du Petit Chatelier",,,,relation+way
"Rue du Petit Saint-Laurent",,,,relation
"Rue du Petit Verger",,,,relation
"Rue du Petit-Sauzay",,,,relation
"Rue du Phare de Beuzec",,,,relation
"Rue du Phare de Port-Louis",,,,relation
"Rue du Phare de Portzic",,,,way
"Rue du Phare de la Teignousse",,,,relation
"Rue du Pin",,,,relation
"Rue du Pipay",,,,relation
"Rue du Plessis Gautron",,,,relation
"Rue du Plessis Tison",,,,relation
"Rue du Plessis de Grénédan",,,,relation
"Rue du Plessis de la Musse",,,,relation
"Rue du Pommier",,,,relation
"Rue du Pont de Pont-Rousseau",,,,way
"Rue du Pontereau",,,,relation
"Rue du Port Boyer",,,,relation
"Rue du Port Durand",,,,relation+way
"Rue du Port Garnier",,,,relation
"Rue du Port Guichard",,,,relation
"Rue du Port au Vin",,,,relation
"Rue du Port des Charrettes",,,,relation
"Rue du Pouldu",,,,relation
"Rue du Pouliguen",,,,relation
"Rue du Pré Gauchet",,,,relation
"Rue du Pré Hervé",,,,relation+way
"Rue du Pré Nian",,,,relation
"Rue du Président Coty",,,,relation
"Rue du Pressoir",,,,relation
"Rue du Prinquiau",,,,relation
"Rue du Progrès",,,,relation
"Rue du Puits d'Argent",,,,relation
"Rue du Rail",,,,relation
"Rue du Ranzay",,,,relation
"Rue du Refuge",,,,relation
"Rue du Roi Albert",,,,relation
"Rue du Roi Baco",,,,relation
"Rue du Sacré Coeur",,,,relation
"Rue du Sapin",,,,relation
"Rue du Séchoir",,,,way
"Rue du Simoun",,,,relation
"Rue du Stade de la Noué",,,,relation
"Rue du Trépied",,,,relation
"Rue du Vallon",,,,relation+way
"Rue du Vieil Hôpital",,,,relation
"Rue du Vieux Puits",,,,relation
"Rue du Vingt Quatre Février 1848",,,,relation
"Ruelle Aliez",,,,relation
"Ruelle Carrois",,,,way
"Ruelle Richard",,,,relation
"Ruelle de la Carterie",,,,relation
"Ruelle des Cent Pas",,,,relation
"Ruelle des Quarts de Barbin",,,,way
"Ruelle des Tanneurs",,,,relation
"Ruelle du Mont Goguet",,,,relation
"Ruelle du Petit Bourgneuf",,,,relation
"Sentier du Goben",,,,relation
"Square Arthur Colinet",,,,way
"Square Bernard Lijot",,,,relation+way
"Square Canclaux",,,,relation
"Square Commodore Guiné",,,,relation
"Square Saint-Pasquier",,,,relation
"Square de l'Abbaye",,,,way
"Square de la Délivrance",,,,relation
"Square de la Mée",,,,way
"Square de la Régate",,,,relation
"Square des Jardins de Longchamp",,,,relation
"Square des Lavandières",,,,relation+way
"Square des Rochelets",,,,relation
"Square des Rossignols",,,,relation
"Station Bottière Pin-Sec (Temporaire)",,,,way
"Venelle Jane Addams",,,,relation
"Venelle des Calaos",,,,relation
"Venelle des Colibris",,,,relation
"Venelle des Gohards",,,,relation
"Venelle des Hirondelles",,,,relation
"Villa Cassard",,,,way
"petit chemin des Chaupières",,,,way
